id;nombre;categoria;cocina;ambientacion;telefono;horario;direccion;barrio
2543;WINERY;VINERIA;MINUTAS;MODERNO;4394 2200;lunes a viernes de 8.30 a 20 - sábado de 9 a 00;CORRIENTES AV. 300;San Nicolas
2544;ZAKATE;BAR;MINUTAS;CLASICO PORTEÑO;4326 3853;lunes a viernes de 7 a 19;TUCUMAN 975;San Nicolas
2545;ZEPELLIN;BAR;MINUTAS;MODERNO;4393 7939;;SAN MARTIN 545;San Nicolas
2546;ZOMBI;RESTAURANTE;MINUTAS;MODERNO;4371 6964;lunes a viernes de 8 a 00;URUGUAY 142;San Nicolas
2547;A. J. JARDIN CERVERCERO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4300 7480;lunes a domingo de 9 a 5;CHILE AV. 342;San Telmo
2548;ALARICO;RESTAURANTE;ESPAÑOLA;CLASICO PORTEÑO;;lunes a viernes de 12 a 00 - sábado de 20 a 3;CHILE 518;San Telmo
2549;ABRIL BRISTO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4342 8000;;BALCARCE 722;San Telmo
2550;ARTE CAFE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4361 2002;lunes a domingo de 7.30 al cierre;SAN JUAN AV. 480;San Telmo
2551;ASI DE SIMPLE;CAFE;SANDWICHERIA;AMERICANO;4361 0974;lunes a domingo de 7.30 a 20.30;GARAY, JUAN DE AV. 615;San Telmo
2552;BAR ACONCAGUA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 3826;lunes a viernes de 6 a 00;ESTADOS UNIDOS 502;San Telmo
2553;AVENIDAS;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4361 9817;lunes a viernes de 7 a 21;PASEO COLON AV. 1197;San Telmo
2554;BAR BRITANICO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4361 2107;lunes a domingo de 1 a 00;BRASIL AV. 399;San Telmo
2555;BOQUITAS PINTADAS;;GOURMET;POP;4381 6064;;ESTADOS UNIDOS 1393;Constitucion
2556;CAFE SAN JUAN;RESTAURANTE;INTERNACIONAL;FRANCES;4300 1112;martes a domingo de 10 a 00;SAN JUAN AV. 450;San Telmo
2557;BAR SUR;;MINUTAS;CLASICO PORTEÑO;4362 6086;;ESTADOS UNIDOS 299;San Telmo
2558;BURZAKO;RESTAURANTE;ESPAÑOLA;CLASICO PORTEÑO;4334 0721;lunes a viernes de 12 a 16- jueves a sábado de 20 a 1;MEXICO 345;Monserrat
2559;CASA DE LAS PIZZAS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 4341;lunes a domingo de 10 a 14 y de 18 a 23;CALVO, CARLOS 637;San Telmo
2560;CLASICO;BAR;MINUTAS;CLASICO PORTEÑO;4307 0516;lunes a domingo de 7 a 00;HUMBERTO 1º 501;San Telmo
2561;CATALINAS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 4714;;INDEPENDENCIA AV. 375;San Telmo
2562;DEL ESTABLO;BAR;INTERNACIONAL;BOHEMIO;4363 0133;;DEFENSA 1463;San Telmo
2563;DOÑA TERE;RESTAURANTE;REGIONAL;ANTIGUO;4300 66573;lunes a sábado de 12 a 23;SAN JUAN AV. 618;San Telmo
2564;EL ANDEN;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4342 4602;lunes a viernes de 10 a 17 y sábado de 10 a 17 y de 19 a 4;CHILE 467;Monserrat
2565;DR. GUEVARA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4361 1118;;BALCARCE 711;San Telmo
2566;EL CARACOL;RESTAURANTE;MINUTAS;ANTIGUO;4361 6497;lunes a domingo de 7 a 00;BOLIVAR 1101;San Telmo
2567;EL FEDERAL;BAR;MINUTAS;CLASICO PORTEÑO;4300 4313;lunes a domingo de 7 a 2;CALVO, CARLOS 599;San Telmo
2568;EL NACIONAL;RESTAURANTE;TRADICIONAL;ANTIGUO;4361 5539;martes a domingo de 9 al cierre - lunes de 9 a 18 - sábado de 18 al cierre;ESTADOS UNIDOS 302;San Telmo
2569;EL HIPOPOTAMO;BAR;MINUTAS;CLASICO PORTEÑO;4300 8450;;BRASIL 401;San Telmo
2570;EL OASIS;RESTAURANTE;MINUTAS;ANTIGUO;4300 9730;lunes a domingo de 8 a 23.30;SAN JUAN AV. 600;San Telmo
2571;EL PATIO DE SAN TELMO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4362 8296;lunes a sábado de 7 a 19;PIEDRAS 1316;San Telmo
2572;EL PERRO ANDALUZ;RESTAURANTE;MEDITERRANEA;CLASICO PORTEÑO;4362 5562;;DEFENSA 1066;San Telmo
2573;EL PORTON;BAR;MINUTAS;CLASICO PORTEÑO;4300 9419;lunes a sábado de 10 a 22;CHILE AV. 362;San Telmo
2574;EL QUEBRACHO;BAR;TRADICIONAL;CLASICO PORTEÑO;4300 5679;lunes a domingo de 8 a 23.30;GARAY, JUAN DE AV. 601;San Telmo
2575;EL RECORD;CONFITERIA;MINUTAS;CLASICO PORTEÑO;4307 1686;lunes a domingo de 6 a 22.30;PIEDRAS 1098;San Telmo
2576;EL REFUGIO DEL ARLEQUIN;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 9904;lunes a domingo de 12 a 20;DEFENSA 705;San Telmo
2577;EL RECREO;CONFITERIA;TRADICIONAL;ANTIGUO;4300 4313;;CALVO, CARLOS 599;San Telmo
2578;EL VIEJO ALMACEN;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4342 3353;lunes a domingo de 12 a 16 y de 20 a 1;INDEPENDENCIA AV. 299;San Telmo
2579;EUROPA;RESTAURANTE;SANDWICHERIA;ANTIGUO;4307 1796;lunes a domingo de 6 a 21;CALVO, CARLOS 678;San Telmo
2580;GAUCHITO 2Ã‚Â§;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4307 0026;lunes a sábado de 9 a 00;INDEPENDENCIA AV. 371;San Telmo
2581;ESQUINA TANGO;RESTAURANTE;INTERNACIONAL;TANGO;4308 8221;;BALCARCE 749;San Telmo
2582;FREIBURGUER HOF;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4361 7253;lunes a sábado de 7 a 1;CHILE AV. 308;San Telmo
2583;GIBRALTAR;BAR;INTERNACIONAL;CLASICO PORTEÑO;4362 5310;lunes a viernes de 18 a 3;PERU 895;San Telmo
2584;INDEPENDENCIA;BAR;MINUTAS;MODERNO;4300 7978;lunes a sábado de 8 a 21;PIEDRAS 764;San Telmo
2585;GRAN CANDOMBE;BAR;TRADICIONAL;CLASICO PORTEÑO;4361 8004;lunes a domingo de 8 a 22.30;PERU 1302;San Telmo
2586;JOAN BAR;BAR;INTERNACIONAL;;4361 2666;;HUMBERTO 1º 420;San Telmo
2587;LA CARRETERIA;RESTAURANTE;REGIONAL;ANTIGUO;4300 5564;lunes a domingo de 12.30 a 15 y de 19.30 a 00;BRASIL 656;San Telmo
2588;LA CASONA DE SAN TELMO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 3883;lunes a domingo de 12 a 15 y de 16 a 00;CALVO, CARLOS 240;San Telmo
2589;LA BRIGADA;RESTAURANTE;PARRILLA;TANGO;4361 5557;lunes a domingo de 12 a 15 y de 20 a 00;ESTADOS UNIDOS 465;San Telmo
2590;LA CASA DE ESTEBAN DE LUCA;RESTAURANTE;TRADICIONAL;ANTIGUO;4361 4338;lunes a domingo de 9 a 2;DEFENSA 1000;San Telmo
2591;LA CLAC;RESTAURANTE;TRADICIONAL;TEATRAL;4343 0310;lunes a sábado de 8 a 1;CHILE 802;Monserrat
2592;LA CORUÑA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 7637;lunes a sábado de 7 a 00;BOLIVAR 986;San Telmo
2593;LA FARMACIA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 6151;martes a domingo de 20.30 al cierre;BOLIVAR 898;San Telmo
2594;LA PERGOLA DE SAN TELMO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 5364;lunes a domingo de 10 a 2;DON ANSELMO AIETA 1075;San Telmo
2595;LA ESTRELLA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 8530;lunes a domingo de 7 a 00.30;BOLIVAR 1299;San Telmo
2596;LA MODERMA;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4362 1281;lunes a domingo de 8 a 00;HUMBERTO 1º 699;San Telmo
2597;LA RAYA DE SAN TELMO;RESTAURANTE;TRADICIONAL;TEATRAL;4300 7998;lunes a domingo mediodía y noche;CHILE AV. 318;San Telmo
2598;LAS MARIAS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 7563;lunes a domingo de 12 a 16 y de 20 a 1;BOLIVAR 949;San Telmo
2599;LOS DOS CHINOS;RESTAURANTE;ITALIANA;MODERNO;4300 2290;;BRASIL 780;San Telmo
2600;LEZAMA;RESTAURANTE;INTERNACIONAL;ANTIGUO;4361 0114;lunes a sábado de 12 a 16.20 y de 20 a 2 - domingo de 12 a 17;BRASIL AV. 359;San Telmo
2601;MANOLO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4307 8743;lunes a domingo de 7 a 1;BRASIL 488;San Telmo
2602;MC DONALD'S;RESTAURANTE;FAST FOOD;MODERNO;;;GIUFFRA, JOSE M.,DR. 242;San Telmo
2603;MC DONALD'S;RESTAURANTE;FAST FOOD;MODERNO;;;GARCIA, MARTIN AV. 682;Barracas
2604;MEGAFON;RESTAURANTE;TRADICIONAL;;;lunes a lunes de 16 al cierre;CHACABUCO 1072;San Telmo
2605;MOLIERE;;INTERNACIONAL;ANTIGUO;4343 0777;;BALCARCE 682;Monserrat
2606;MONSE'S RESTO BAR;;TRADICIONAL;;4307 2468;lunes a viernes de 12 a 16 - jueves a sábado de 21 al cierre - domingo de 12.30 al cierre;SAN LORENZO 365;San Telmo
2607;NANAKA;BAR;MINUTAS;MODERNO;4362 7979;lunes a domingo de 8 a 2;HUMBERTO 1º 599;San Telmo
2608;NIKO'S;BAR;MINUTAS;ANTIGUO;4300 7228;lunes a sábado de 6 a 00;PASEO COLON AV. 1327;San Telmo
2609;OLEIROS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4300 1171;lunes a sábado de 9 a 00;PIEDRAS 848;San Telmo
2610;ORIGEN;RESTAURANTE;TRADICIONAL;MODERNO;4362 8847;lunes a viernes de 8 a 21. sábado de 9 a 19. domingo de 9 a 22;PERU 1092;San Telmo
2611;ONDA JOVEN;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4300 1043;lunes a sábado de 8 a 23;PASEO COLON AV. 1343;San Telmo
2612;PAPPA DEUS;RESTAURANTE;FUSION;CLASICO PORTEÑO;4361 2110;;BETHLEM 423;San Telmo
2613;PARRILLA LOS GAUCHOS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;;lunes a sábado de 10 a 20;CHILE AV. 372;San Telmo
2614;PIZZERIA MI TIO;RESTAURANTE;INTERNACIONAL;;;;ESTADOS UNIDOS 400;San Telmo
2615;PIZZA 3;RESTAURANTE;PIZZERIA;;;;CHACABUCO 1314;San Telmo
2616;PLAZA DORREGO;RESTAURANTE;SANDWICHERIA;TANGO;4361 0141;;DEFENSA 1093;San Telmo
2617;PLAZA DORREGO BAR;BAR;MINUTAS;CLASICO PORTEÑO;4361 0141;lunes a domingo de 8 a 5;DEFENSA 1098;San Telmo
2618;PRIMO HUMBERTO;RESTAURANTE;PARRILLA;FOLKLORICO;4300 8621;lunes a domingo de 10 al cierre;HUMBERTO 1º 475;San Telmo
2619;POSEIDON;BAR;MINUTAS;CLASICO PORTEÑO;4367 7997;;BETHLEM 419;San Telmo
2620;PUERTO LUNA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4342 4664;;CALVO, CARLOS 99;San Telmo
2621;ROLI;BAR;MINUTAS;MODERNO;4300 2723;lunes a domingo de 7 a 22;HUMBERTO 1º 601;San Telmo
2622;SAN TELMO PLAZA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;;;PERU 1017;San Telmo
2623;SAN TELMO NAIF;BAR;MINUTAS;TANGO;4361 7270;;DEFENSA 1201;San Telmo
2624;TABERNA BASKA;RESTAURANTE;MEDITERRANEA;;4334 0903;martes a sábado de 12 al cierre;CHILE 980;Monserrat
2625;TELMO BAR;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4362 6436;lunes a domingo de 9 a 16;CALVO, CARLOS 492;San Telmo
2626;TODO MUNDO;BAR;MINUTAS;CLASICO PORTEÑO;4362 2354;lunes a domingo de 9 a 4;DON ANSELMO AIETA 1095;San Telmo
2627;TERRITORIO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4307 0896;;ESTADOS UNIDOS 500;San Telmo
2628;UNIVERSO;BAR;TRADICIONAL;CLASICO PORTEÑO;4307 7315;lunes a sábado de 6 a 22.30;CALVO, CARLOS 796;San Telmo
2629;VIA VIA BUENOS AIRES;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4300 7259;lunes a domingo de 8 a 2;CHILE AV. 324;San Telmo
2630;ALHAMBRA;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4674 3588;;RIVADAVIA AV. 8628;Velez Sarsfield
2631;BAR RHIN;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4674 0265;;SEGUROLA AV. 11;Floresta
2632;CANDIDO;RESTAURANTE;ESPAÑOLA;ESPAÑOL;4671 9500;;CARRASCO AV. 394;Velez Sarsfield
2633;EL HALCON;RESTAURANTE;INTERNACIONAL;RUSTICA;4674 2112;;RIVADAVIA AV. 8451;Floresta
2634;CINCO ESQUINAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4674 1983;;ARANGUREN, JUAN F., Dr. 4587;Velez Sarsfield
2635;EL PLATO VOLADOR;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;ALVAREZ JONTE AV. 4100;Monte Castro
2636;LA CUYANA;RESTAURANTE;MINUTAS;MODERNO;4671 0425;;RIVADAVIA AV. 8802;Velez Sarsfield
2637;LA PORTEÑITA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;RIVADAVIA AV. 8800;Velez Sarsfield
2638;FIDEITAS;RESTAURANTE;ITALIANA;RUSTICA;4634 0042;;RIVADAVIA AV. 8502;Velez Sarsfield
2639;LA MADRUGADA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4671 8226;;ALBERDI, JUAN BAUTISTA AV. 3799;Floresta
2640;L' ABUFFATTA;RESTAURANTE;MINUTAS;MODERNO;4674 1458;;ARANGUREN, JUAN F., Dr. 4602;Velez Sarsfield
2641;MI VACA Y YO;RESTAURANTE;PARRILLA;BODEGA;4674 4878;;SEGUROLA AV. 602;Velez Sarsfield
2642;MORETO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4674 2046;;ALBERDI, JUAN BAUTISTA AV. 4501;Villa Luro
2643;NUEVO MADRYN;RESTAURANTE;INTERNACIONAL;BODEGA;4674 2800;;ARANGUREN, JUAN F., Dr. 4600;Velez Sarsfield
2644;NACHA;RESTAURANTE;MINUTAS;CERVEZA;4674 0116;;GAONA AV. 4810;Velez Sarsfield
2645;PUERTO DESEADO;RESTAURANTE;PARRILLA;BODEGA;4636 3719;;SEGUROLA AV. 472;Velez Sarsfield
2646;SANTA CLARA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4672 6223;;CARRASCO AV. 23;Velez Sarsfield
2647;UTOPIA;RESTAURANTE;MINUTAS;ESPAÑOL;4674 2756;;SEGUROLA AV. 196;Velez Sarsfield
2648;A FUEGO LENTO;RESTAURANTE;TRADICIONAL;RUSTICA;4644 6566;;SANTO TOME 5915;Versalles
2649;CHE CAFE;RESTAURANTE;SANDWICHERIA;BOHEMIO;4642 2482;;JUSTO, JUAN B. AV. 9499;Versalles
2650;DELICITY;CONFITERIA;SANDWICHERIA;MODERNO;;;JUSTO, JUAN B. AV. 9421;Versalles
2651;EL CAFE DEL VIDEO;CONFITERIA;SANDWICHERIA;MODERNO;;;ALVAREZ JONTE AV. 6199;Versalles
2652;OMA PIZZAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4644 5111;;GALLARDO 599;Versalles
2653;LOS LEONES;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4642 1548;;MAGARIÑOS CERVANTES, A. 5699;Versalles
2654;PANCHOS 95;RESTAURANTE;FAST FOOD;MODERNO;;;JUSTO, JUAN B. AV. 6085;Villa Santa Rita
2655;5TA ZONA;;PARRILLA;CLASICO PORTEÑO;4855 4001;;MURILLO 1049;Villa Crespo
2656;BAR J O C;;SANDWICHERIA;CLASICO PORTEÑO;;;THAMES 200;Villa Crespo
2657;ALE- ALE;;PARRILLA;RUSTICA;4867 4618;;ESTADO DE ISRAEL AV. 4503;Villa Crespo
2658;CAFE LE PARC;;INTERNACIONAL;ANTIGUO;4856 3243;;GALLARDO, ANGEL AV. 401;Villa Crespo
2659;CALE;RESTAURANTE;MINUTAS;MODERNO;4771 1926;;SCALABRINI ORTIZ, RAUL AV. 1000;Villa Crespo
2660;CASTILLO 601;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;;;CASTILLO 601;Villa Crespo
2661;CONFITERIA SIGLO XXI;RESTAURANTE;MINUTAS;MODERNO;4857 1567;;CORRIENTES AV. 5500;Villa Crespo
2662;CANTEGRILL;RESTAURANTE;PARRILLA;MODERNO;4857 6002;;CORRIENTES AV. 4800;Villa Crespo
2663;COMANDERS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;VERA 601;Villa Crespo
2664;CORRIENTES 6196;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4855 4878;;CORRIENTES AV. 6196;Chacarita
2665;DON BATTAGLIA;RESTAURANTE;TRADICIONAL;RUSTICA;4773 0484;;SCALABRINI ORTIZ, RAUL AV. 802;Villa Crespo
2666;DON ZOILO;RESTAURANTE;PARRILLA;MODERNO;4588 1194;;PUEYRREDON, HONORIO, DR. AV. 1414;Villa Crespo
2667;DON GENNARO;RESTAURANTE;MINUTAS;MODERNO;4854 7642;;DARWIN 40;Villa Crespo
2668;EL GATO;RESTAURANTE;INTERNACIONAL;MODERNO;4854 4992;;HUMBOLDT 17;Villa Crespo
2669;EL RAYO;;MINUTAS;CLASICO PORTEÑO;;;DARWIN 14;Villa Crespo
2670;FITO'S BAR;;MINUTAS;MODERNO;4857 5891;;JUSTO, JUAN B. AV. 3177;Villa Crespo
2671;GAZEBO;;SANDWICHERIA;MODERNO;;;CORRIENTES AV. 5300;Villa Crespo
2672;EL TRACTOR;;PARRILLA;CLASICO PORTEÑO;;;CORDOBA AV. 5302;Villa Crespo
2673;FRANKFURT;;MINUTAS;CLASICO PORTEÑO;4854 6760;;PUEYRREDON, HONORIO, DR. AV. 1121;Villa Crespo
2674;JIMBO;;INTERNACIONAL;MODERNO;4854 0309;;CORRIENTES AV. 5400;Villa Crespo
2675;LA RUEDA;;PARRILLA;RUSTICA;4858 0544;;MARTINEZ ROSAS 1202;Villa Crespo
2676;LA PARRILLITA;;PARRILLA;RUSTICA;4857 1436;;MALABIA 416;Villa Crespo
2677;LA SALTEÑITA;;REGIONAL;RUSTICA;4773 0889;;MALABIA 730;Villa Crespo
2678;LO DE JESUS;;SANDWICHERIA;CLASICO PORTEÑO;;;BELAUSTEGUI, LUIS, Dr. 400;Villa Crespo
2679;LOS NIETOS;;PARRILLA;CLASICO PORTEÑO;4856 7100;;PUEYRREDON, HONORIO, DR. AV. 1695;Villa Crespo
2680;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;CORRIENTES AV. 5230;Villa Crespo
2681;O' CATOIRES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4857 3436;;ACEVEDO 503;Villa Crespo
2682;PIZZERIA NAPOLES;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4855 6414;;CORRIENTES AV. 5594;Villa Crespo
2683;SALSA CRIOLLA;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4858 1991;;RAMIREZ DE VELASCO, JUAN 900;Villa Crespo
2684;PARA GOURMET KIRIN;RESTAURANTE;;;4856 4724;;GALLARDO, ANGEL AV. 75;Villa Crespo
2685;QUE TUL...;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4856 6455;;PADILLA 1002;Villa Crespo
2686;SARKIS;RESTAURANTE;ARABE;CLASICO PORTEÑO;4772 4911;;THAMES 1101;Villa Crespo
2687;THE COUSINS;;MINUTAS;MODERNO;4856 5833;;PUEYRREDON, HONORIO, DR. AV. 1295;Villa Crespo
2688;VIRGILIO PIZZA BAR;;PIZZERIA;MODERNO;;;MALABIA 600;Villa Crespo
2689;WALF II FAST FOOD;;PARRILLA;MODERNO;4854 2260;;THAMES 99;Villa Crespo
2690;ARGOT CAFE;PUB;SANDWICHERIA;BRITANICA;4588 1329;;ALVAREZ JONTE AV. 2744;Villa Santa Rita
2691;FURCOL;RESTAURANTE;PIZZERIA;MODERNO;4567 9716;;LAMARCA, EMILIO 2101;Villa Del Parque
2692;BON BIJOU;PUB;PIZZERIA;MODERNO;4501 1352;;CUENCA 2756;Villa Del Parque
2693;LOS CAZADORES;RESTAURANTE;;;4501 2795;;ALVAREZ JONTE AV. 3199;Villa Del Parque
2694;MC DONALD'S;RESTAURANTE;FAST FOOD;MODERNO;;;CUENCA 3234;Villa Del Parque
2695;TODO;RESTAURANTE;INTERNACIONAL;MODERNO;4501 2357;;NOGOYA 3266;Villa Del Parque
2696;AMBAR BUENOS AIRES;PUB;SANDWICHERIA;MODERNO;;;BEIRO, FRANCISCO AV. 3124;Villa Del Parque
2697;C & D STYLE LIFE;RESTAURANTE;PARRILLA;RUSTICA;4502 7119;;BEIRO, FRANCISCO AV. 3261;Villa Devoto
2698;BAR ALEMAN;PUB;INTERNACIONAL;CLASICO PORTEÑO;4501 0814;;SAN MARTIN AV. 5992;Villa Devoto
2699;CAFE DE LA PLAZA;RESTAURANTE;MEDITERRANEA;;4502 4748;;LINCOLN AV. 3990;Villa Devoto
2700;CAFE DEL LIBERTADOR;CAFE;SANDWICHERIA;ITALIANA;;;SAN MARTIN AV. 6202;Villa Devoto
2701;CECEPE;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4504 2272;;BEIRO, FRANCISCO AV. 4202;Villa Devoto
2702;DEVOTO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4501 3887;;SAN MARTIN AV. 6915;Villa Devoto
2703;CAFE JONATHAN;CAFE;MINUTAS;ELEGANTE;4504 5441;;BEIRO, FRANCISCO AV. 4001;Villa Devoto
2704;COLLAGE BAR POOL;RESTAURANTE;SANDWICHERIA;MODERNO;;;BEIRO, FRANCISCO AV. 4749;Villa Devoto
2705;EL BAR DE ALLENDE;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4502 7325;;BEIRO, FRANCISCO AV. 4699;Villa Devoto
2706;EL EDEN;PUB;SANDWICHERIA;ROCK & ROLL;4501 6820;;SAN MARTIN AV. 6896;Villa Devoto
2707;EL IMPERIAL;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4568 5398;;BERMUDEZ 3198;Villa Devoto
2708;EL GRIEGO;PUB;PIZZERIA;CLASICO PORTEÑO;4568 5629;;BEIRO, FRANCISCO AV. 5293;Villa Devoto
2709;EL SITIO Y COMA...;RESTAURANTE;PIZZERIA;MODERNO;4505 0772;;BEIRO, FRANCISCO AV. 4445;Villa Devoto
2711;LA ALDEA;RESTAURANTE;TRADICIONAL;ANTIGUO;4502 6003;;GUTIERREZ, RICARDO 4224;Villa Devoto
2712;LA BODEGA BORBORE;;REGIONAL;;4504 2425;;MOSCONI GENERAL AV. 3654;Villa Devoto
2713;LA ESQUINA;;TRADICIONAL;BODEGA;4639 6132;;NOGOYA 4602;Villa Devoto
2714;LA FAROLA DE DEVOTO;RESTAURANTE;TRADICIONAL;MODERNO;4639 9898;;BEIRO, FRANCISCO AV. 5201;Villa Devoto
2715;LA FAROLA VIP;RESTAURANTE;TRADICIONAL;MODERNO;4502 3032;;SAN MARTIN AV. 7301;Villa Devoto
2716;LA GRILLA;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4504 1331;;CUENCA 3694;Villa Devoto
2717;LA PAVA;RESTAURANTE;PARRILLA;CAMPESTRE;4504 8283;;FERNANDEZ DE ENCISO 3909;Villa Devoto
2718;LAS VEGAS;PUB;SANDWICHERIA;MODERNO;;;BEIRO, FRANCISCO AV. 4283;Villa Devoto
2719;LA MISION;RESTAURANTE;PIZZERIA;MODERNO;4502 4397;;BEIRO, FRANCISCO AV. 4395;Villa Devoto
2720;LA POSTA DE LA NONNA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;;;BEIRO, FRANCISCO AV. 3291;Villa Devoto
2721;LOS SOLES;PUB;PIZZERIA;CLASICO PORTEÑO;4572 1619;;SAN MARTIN AV. 6155;Agronomia
2722;MEET;RESTAURANTE;MINUTAS;MODERNO;4572 7667;;SAN MARTIN AV. 6301;Villa Devoto
2723;MISION PLAZA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4501 2301;;NUEVA YORK 4048;Villa Devoto
2724;NASTASE;PUB;SANDWICHERIA;RUSTICA;4504 6341;;SAN MARTIN AV. 6053;Agronomia
2725;PABLOS;PUB;FUSION;;4503 9170;;NUEVA YORK 4086;Villa Devoto
2726;PARQUE DEVOTO;RESTAURANTE;FRANCESA;MODERNO;4501 9808;;SAN MARTIN AV. 6102;Villa Devoto
2727;STYLO CAFE;BAR;SANDWICHERIA;BRITANICA;5404 5856;;FERNANDEZ DE ENCISO 3934;Villa Devoto
2728;TONY DEVOTO;RESTAURANTE;TRADICIONAL;MODERNO;4502 1116;;CHIVILCOY AV. 3856;Villa Devoto
2729;PIZZERIA BETO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4639 4894;;NOGOYA 3900;Villa Del Parque
2730;TAIPEI;BAR;TENEDOR LIBRE;CLASICO PORTEÑO;;;SAN MARTIN AV. 6133;Agronomia
2731;VICTORIA IMPALA;RESTAURANTE;MEDITERRANEA;MODERNO;4639 6004;;BEIRO, FRANCISCO AV. 4801;Villa Devoto
2732;VILMA PIZZA & BURGUER;RESTAURANTE;MINUTAS;MODERNO;;;SAN MARTIN AV. 5672;Villa Del Parque
2733;CAFE PARAISO;CAFE;SANDWICHERIA;CLASICO PORTEÑO;;;ALVAREZ, DONATO, Tte. Gral. AV. 2080;Villa Gral. Mitre
2734;CAFE TIEMPO;CAFE;PIZZERIA;CLASICO PORTEÑO;;;BOYACA 1600;Villa Gral. Mitre
2735;EL BALON;BAR;MINUTAS;CLASICO PORTEÑO;;;ESTADO PLURINACIONAL DE BOLIVIA 1107;Villa Gral. Mitre
2736;LA CUEVA;BAR;PIZZERIA;CLASICO PORTEÑO;;;BUFANO, ALFREDO R. 2002;Villa Gral. Mitre
2737;22;CAFE;MINUTAS;MODERNO;;;MURGUIONDO 4188;Villa Lugano
2738;A SOLAS;CONFITERIA;MINUTAS;MODERNO;;;GALLO, DELFIN 5748;Villa Lugano
2739;BAR LAS VEGAS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4635 9116;;PERON, EVA AV. 5900;Villa Lugano
2740;9 DE JULIO II;CAFE;PIZZERIA;CLASICO PORTEÑO;;;RIESTRA AV. 5498;Villa Lugano
2741;BAHIA;CONFITERIA;MINUTAS;MODERNO;;;GALLO, DELFIN 5792;Villa Lugano
2742;CHARLY PIZZA BAR;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4601 8377;;CAFAYATE 4187;Villa Lugano
